N,P,K,temperature,humidity,ph,rainfall,label
47.65987561281587,145.0,193.61829289074063,22.34062211458348,90.03679332810435,6.328157457896872,110.5777207692485,0
21.813020177321455,132.67126645955767,195.0005134471105,22.30282795425806,90.9390614694545,4.805379967448609,115.25995464275795,0
12.856545095791674,138.24944121915618,198.9234588090672,23.771659632982125,90.20504025116813,6.609795512201787,104.92313312994686,0
19.64669450575226,138.18343745295027,196.0121495713549,22.806719562322478,94.85591639986615,6.770991492354032,106.688023457653,0
6.010503420392791,132.95826078175136,201.59788501498653,21.09442463378743,91.66243129813077,8.483546498129083,108.0794942886313,0
26.020901785852637,142.93218687948976,201.14087248736175,21.54781414213272,92.90793918060973,7.532992212373366,107.88598445962985,0
20.174230111972513,133.58107425537594,199.4028583532571,23.525410832542438,89.21512016318681,6.166284434589913,107.00587605776099,0
26.185785606684146,140.44177401016447,194.60607629892303,23.225505050697432,91.21632646800795,8.430368919791883,97.7849668444238,0
15.308818714473801,125.61976396424195,197.76818705114076,23.24838851335825,92.46134418315307,5.125448547636494,121.25626232315015,0
16.845069025751204,135.81626179321057,196.91992492509513,23.166328072329147,91.81208213894476,5.435738606829917,111.85747015396237,0
33.315324841568376,143.54202175988667,200.66359842141694,23.94860539590387,91.87943171157103,3.838765072838606,115.4714175556036,0
27.301054858884786,120.02073846129164,202.9607817626328,21.753862831360095,90.86850006261537,6.590612747695914,123.46139670760027,0
10.380716828394988,128.69357905241117,199.7343375778151,22.47132029005525,92.61915082449657,9.196716853007805,117.20041867076294,0
40.0886738725832,130.46442288158002,201.050600796959,24.13542404981769,95.25013588511058,6.377548695183811,118.46568338844403,0
12.9024263211159,145.0,202.2072292895659,22.584683828061085,90.52819944584871,3.504752314,105.30143668203765,0
13.502331083028071,130.9519808307392,205.0,21.04030194095531,90.43214265021575,6.388877260458397,106.65617930345607,0
16.82347744320612,129.32029141112272,205.0,23.224223626232796,98.04302361284776,4.052596793502209,107.32074378182948,0
21.34342135057584,122.10966837909346,201.62750696891752,26.301554830088687,90.60739124956952,7.728779471360671,114.11595766569071,0
30.038349376497706,125.5846593272499,205.0,22.5865144035934,92.3094260449495,7.762521217001279,119.42620139086046,0
11.497397519232125,139.0872342384746,203.4580758017765,20.673166586226543,88.48208167098775,5.912318849281129,111.81903567881163,0
16.68553707291061,139.39462733893455,201.4723850157045,25.680728401282035,92.93144079960835,3.674079346058661,110.58135650906749,0
29.89385885629047,138.62489232197552,204.63466371191828,26.951434400483745,93.75543805318677,7.012431153170626,114.54429613067406,0
32.94387021785602,139.04346900015284,200.4821231676895,20.744743712123263,95.31654890597623,8.302429517715394,99.82143137875364,0
41.848400607616675,137.3008932412172,198.82509318131434,20.542133829322257,91.78207397376286,6.03657130059494,111.25010993726818,0
17.285871970552773,134.86936550054813,198.86660258333265,22.92149305109401,94.83601950215959,5.03363443463997,123.12480867864285,0
9.377852381372398,130.93710883099828,196.46453093420442,22.780979929030057,90.67222167336269,4.583179189278576,118.19238534216188,0
13.963069288238298,122.38055293853573,201.11644673218282,19.507217485396783,90.39235180247682,6.736259785877513,126.93067222253713,0
26.602563686892587,124.26173433541044,195.0008249184701,23.986411336252765,92.04679294922323,5.626224719887897,108.82936142001505,0
31.837728563050504,133.92340454862816,200.11109733708267,22.61240074658198,90.759016131531,5.270048484645937,103.53450182262942,0
10.16696696812871,119.04636603975744,204.42439275944895,22.929926894007192,92.47127127575884,5.720311818819137,126.56083135344792,0
39.812321952178074,134.636083256053,199.24938603021332,21.18512818133648,94.0415158042052,5.2605430435052245,116.9242223274261,0
38.48656022822563,145.0,198.15424485797692,21.509281459725432,93.57102715943515,3.504752314,112.3830594116292,0
7.845925626716298,122.94050609872588,198.00189811466737,22.731604516485334,94.36814731149768,5.895838699843363,122.35879203109543,0
37.00826021302937,125.91584748433982,201.96590982755467,23.397398121356247,90.4703388805486,3.504752314,128.86404240008352,0
24.1300319418231,133.06889591632537,198.8790454010467,21.74283286703692,93.02558632579624,5.922721760731444,108.98750675919815,0
10.927440039558437,139.20361746004724,201.93753348099165,23.212715549861482,92.5749132544489,4.0139218537099435,98.70798154298477,0
11.229538844688166,136.7173488339258,197.7024913835892,22.81052914483945,94.02842816951602,6.74755186067895,125.4946128982373,0
36.011370159506804,135.26991724087458,200.50848293222714,22.55089016328868,93.91749802290995,6.433050528201309,100.21739248711918,0
38.648018268354704,118.59159156786582,200.6010574625252,24.326260276635658,93.75138479185965,4.649659181352424,113.16011038209905,0
13.258573387418764,138.43374834424307,205.0,22.315105956400085,88.30600662963343,6.359049829055723,93.94676918872055,0
15.66155797251675,144.6132990604047,204.48798360523475,21.98809678730826,89.74197683284274,8.551471984448922,105.52774536814496,0
22.43802255019178,132.5395214306096,199.25720069607,23.862284050253496,90.81665745089953,6.784820528265272,107.44271116509341,0
29.707516828028403,135.2789507996468,205.0,23.72309035100995,95.77305597678,6.579160641765693,111.84823171673285,0
32.444219048572315,136.74648930583587,203.9576636182251,21.996566352791675,92.25523777959334,6.769958252376399,108.70627705776158,0
12.731464023240205,120.30575446933302,199.4785872972295,21.654667984661753,90.06780901537438,8.07934054496625,108.75891656657414,0
31.410643989102773,141.19245161988604,201.47996492628081,23.195891451806972,91.25513522513954,6.23749248436066,103.02097611204056,0
16.140573200313895,143.45580581215913,195.09449809552274,23.684514995159834,92.22130821748405,8.511289014916427,121.46495420865327,0
16.96983216909995,136.8595353688278,204.19682647812726,23.00179130287409,92.13535399034252,3.504752314,108.39696046053837,0
0.0,132.3054212501093,205.0,21.409948187320573,91.29689867909386,4.121307412350576,118.75796256000883,0
35.87195864485016,136.39488858950492,199.05631372703567,24.716093822809096,90.596291755202,3.504752314,107.85646986209385,0
32.790886861085745,140.74899001093544,199.09878378322242,21.87572445137246,89.62053073721626,6.263486069055005,102.10865122902216,0
26.21860020388956,119.09358878929902,199.5943440333975,22.888312095435555,92.90662829637496,8.086410720015358,121.66407453454906,0
25.45401756880839,143.13805163347502,203.77654645588206,22.555503679721706,93.414996212572,5.826383375775807,108.82293885759994,0
30.547090233929747,134.58039415811174,201.12837523038442,23.359588927230806,93.19493045638636,5.908909460296744,115.3816126850023,0
23.21097914778331,124.51258322814897,204.4848051590775,21.89099285540397,93.40225391510873,4.204210143862473,112.62301115669385,0
13.09571364456215,145.0,203.51141950073995,22.415294557664684,94.36271840999001,7.257654739049384,114.27991112419126,0
32.266423439394416,139.09498006827093,199.35393799724073,24.328900163663224,91.80526326496495,5.5652831943908945,120.98753066634208,0
15.673160074267436,145.0,196.7262241082821,20.521924758283838,94.48005502652065,5.3616909154102235,95.5836103246691,0
32.241453497788726,145.0,205.0,21.664184146104148,95.03105796672686,6.283395983989092,126.61150912090093,0
0.0,133.26415315085137,199.11423356031167,23.41533701491594,93.11162904384967,6.961115855344468,117.95319019458354,0
43.07414889810828,117.26744383177179,197.08579209519309,23.638048833562276,93.93637287402692,5.305381932594958,108.83718644117478,0
27.964532949101667,138.4385421433202,201.7084201889358,20.70903784481423,89.79155488199501,3.504752314,112.89762674698304,0
12.778325822172095,119.29486190381868,199.0585745861785,21.791076711737325,91.12572751181627,6.400374161004198,106.83275621904009,0
18.419755230412783,145.0,197.94543911972406,23.035047489895085,94.73369360276298,6.96217089949749,118.10071938538739,0
31.586175814563223,141.5511657312732,202.2359753570287,22.483540639372716,93.25726702359206,6.60703949859856,103.01485171082328,0
21.81208827914898,122.65666584969652,200.073798983855,22.187169696950157,97.3772462957009,4.743716875173117,114.09767477066303,0
2.814596985337868,143.28993427097225,197.40570793018085,21.904416243268045,92.72305485912807,7.831663127217855,106.81803873297227,0
18.89664603280838,129.96196914765733,197.60372204706593,23.062609639419872,90.0394827058446,5.331708225714233,123.94231750680056,0
42.20414319952417,138.6965772049381,202.49975783334298,20.60480500284057,91.92569599691193,8.276905467657514,117.81692609502886,0
29.986835030414277,133.60964366787374,196.45468962043714,22.66300584056227,91.35195614337172,7.187869702532876,106.81129741200355,0
35.75457310153937,130.55227920765594,198.64141491459077,21.68668757531947,90.8294484877242,7.7173603610614245,108.82274784441704,0
2.6391019133117695,136.30042471710203,193.98772924566632,25.50085891707984,88.55928298895985,7.786801575556179,100.79742257734341,0
38.140449677053525,124.74829590967329,197.57854293980938,19.557910489758605,86.94069317044239,6.236014400958959,122.15573833017854,0
12.553144901467867,136.5060114945992,201.50309070981956,22.8113098357791,90.71839628473758,5.893519068178655,124.25666611270132,0
26.65447266904351,141.88514956665892,200.3706264596196,22.66685789502902,90.14264426841262,6.111683542496948,116.33737200258126,0
0.0,124.48126503507416,198.8749834315113,20.096386100211323,94.0150453027384,4.308005311482129,109.34805796743076,0
31.99565183301636,114.86094208090859,201.31161746966347,23.996202380677065,92.96208430523374,6.488428510432845,115.89780472400085,0
20.96567742290066,133.44161378914768,202.89396901187507,22.326820193556692,90.50434478091248,6.378873193484035,112.94370214782992,0
2.4538310140222066,126.53661040664753,196.76742942241188,23.142117926796,91.76462092925253,6.423340381294393,107.0006124631521,0
12.161121211648728,145.0,199.27824184524968,21.270037907800358,93.50277542903471,7.032687916756951,102.71458632208426,0
33.87647413044261,145.0,194.95797968412847,21.62016915867842,92.6586782421418,3.9412840216384164,114.81289567004708,0
43.40844923599795,136.50778823947306,201.67952963261365,23.38638230358618,91.04316431725726,4.331985163286393,115.23558722932779,0
39.57596972187706,129.94623106810312,200.383941158591,24.081076616691345,91.54793440697094,4.500478043575085,96.90562629889453,0
4.702099750630321,138.90461545565157,197.9208600077807,24.615775366576003,89.94724654380876,6.527861230871915,107.41310680077561,0
16.94930402811505,143.8722099588401,200.38974813269596,26.58387146427558,97.58120846085265,5.726203010611133,107.25700837522614,0
17.282237840318786,129.7123492338188,204.76625179291696,21.32100424254223,89.5525997621509,6.916546284280497,102.15924767494457,0
35.48458295216718,141.13949704132392,204.32624747200302,21.52170249694574,92.29050398350932,5.061236827571656,114.71749087316309,0
36.50114106979457,143.9921311169426,196.3820440365153,23.366477497994605,89.90195266984377,7.581907867638465,102.5531416361026,0
13.380849431351272,140.62452066093655,205.0,23.078019826967946,86.6574758505386,3.504752314,109.13068155353011,0
18.118584705606224,125.91782723507711,199.8044223202668,20.226362475127676,92.19162573456431,5.665342492690261,107.39270021928127,0
